INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff",
0047,10000291,EAST,Anglia Ruskin University,01,Clinical Medicine,Z,2,
0047,10000291,EAST,Anglia Ruskin University,02,"Public Health, Health Services and Primary Care",Z,21,
0047,10000291,EAST,Anglia Ruskin University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,122,
0047,10000291,EAST,Anglia Ruskin University,04,"Psychology, Psychiatry and Neuroscience",Z,24,
0047,10000291,EAST,Anglia Ruskin University,05,Biological Sciences,Z,27,
0047,10000291,EAST,Anglia Ruskin University,06,"Agriculture, Veterinary and Food Science",Z,3,
0047,10000291,EAST,Anglia Ruskin University,07,Earth Systems and Environmental Sciences,Z,1,
0047,10000291,EAST,Anglia Ruskin University,08,Chemistry,Z,2,
0047,10000291,EAST,Anglia Ruskin University,10,Mathematical Sciences,Z,1,
0047,10000291,EAST,Anglia Ruskin University,11,Computer Science and Informatics,Z,18,
0047,10000291,EAST,Anglia Ruskin University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,1,
0047,10000291,EAST,Anglia Ruskin University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,10,
0047,10000291,EAST,Anglia Ruskin University,14,Civil and Construction engineering,Z,8,
0047,10000291,EAST,Anglia Ruskin University,15,General Engineering,Z,10,
0047,10000291,EAST,Anglia Ruskin University,16,"Architecture, Built Environment and Planning",Z,23,
0047,10000291,EAST,Anglia Ruskin University,17,"Geography, Environmental Studies and Archaeology",Z,19,
0047,10000291,EAST,Anglia Ruskin University,18,Economics and Econometrics,Z,4,
0047,10000291,EAST,Anglia Ruskin University,19,Business and Management Studies,Z,89,
0047,10000291,EAST,Anglia Ruskin University,20,Law,Z,21,
0047,10000291,EAST,Anglia Ruskin University,21,Politics and International Studies,Z,1,
0047,10000291,EAST,Anglia Ruskin University,22,Social Work and Social Policy,Z,37,
0047,10000291,EAST,Anglia Ruskin University,23,Sociology,Z,10,
0047,10000291,EAST,Anglia Ruskin University,25,Education,Z,54,
0047,10000291,EAST,Anglia Ruskin University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,16,
0047,10000291,EAST,Anglia Ruskin University,28,Modern Languages and Linguistics,Z,6,
0047,10000291,EAST,Anglia Ruskin University,29,English Language and Literature,Z,21,
0047,10000291,EAST,Anglia Ruskin University,30,History,Z,6,
0047,10000291,EAST,Anglia Ruskin University,32,Philosophy,Z,4,
0047,10000291,EAST,Anglia Ruskin University,33,Theology and Religious Studies,Z,1,
0047,10000291,EAST,Anglia Ruskin University,34,"Art and Design: History, Practice and Theory",Z,30,
0047,10000291,EAST,Anglia Ruskin University,35,"Music, Drama, Dance and Performing Arts",Z,19,
0047,10000291,EAST,Anglia Ruskin University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,9,
0108,10007759,WMID,Aston University†,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,89,
0108,10007759,WMID,Aston University†,11,Computer Science and Informatics,Z,26,
0108,10007759,WMID,Aston University†,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,32,
0108,10007759,WMID,Aston University†,15,General Engineering,Z,39,
0108,10007759,WMID,Aston University†,19,Business and Management Studies,Z,108,
0108,10007759,WMID,Aston University†,23,Sociology,Z,7,
0108,10007759,WMID,Aston University†,27,Area Studies,Z,14,
0108,10007759,WMID,Aston University†,28,Modern Languages and Linguistics,Z,29,
0108,10007759,WMID,Aston University†,N/A,UoA not recorded,Not recorded,115,
0048,10000571,SWES,Bath Spa University,04,"Psychology, Psychiatry and Neuroscience",Z,14,
0048,10000571,SWES,Bath Spa University,05,Biological Sciences,Z,8,
0048,10000571,SWES,Bath Spa University,17,"Geography, Environmental Studies and Archaeology",Z,11,
0048,10000571,SWES,Bath Spa University,19,Business and Management Studies,Z,16,
0048,10000571,SWES,Bath Spa University,23,Sociology,Z,4,
0048,10000571,SWES,Bath Spa University,25,Education,Z,61,
0048,10000571,SWES,Bath Spa University,29,English Language and Literature,Z,29,
0048,10000571,SWES,Bath Spa University,30,History,Z,10,
0048,10000571,SWES,Bath Spa University,33,Theology and Religious Studies,Z,3,
0048,10000571,SWES,Bath Spa University,34,"Art and Design: History, Practice and Theory",Z,35,
0048,10000571,SWES,Bath Spa University,35,"Music, Drama, Dance and Performing Arts",Z,41,
0048,10000571,SWES,Bath Spa University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,16,
0109,10007850,SWES,The University of Bath,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,62,
0109,10007850,SWES,The University of Bath,04,"Psychology, Psychiatry and Neuroscience",Z,13,
0109,10007850,SWES,The University of Bath,05,Biological Sciences,Z,34,
0109,10007850,SWES,The University of Bath,08,Chemistry,Z,38,
0109,10007850,SWES,The University of Bath,09,Physics,Z,27,
0109,10007850,SWES,The University of Bath,10,Mathematical Sciences,Z,58,
0109,10007850,SWES,The University of Bath,11,Computer Science and Informatics,Z,25,
0109,10007850,SWES,The University of Bath,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,69,
0109,10007850,SWES,The University of Bath,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,28,
0109,10007850,SWES,The University of Bath,16,"Architecture, Built Environment and Planning",Z,34,
0109,10007850,SWES,The University of Bath,18,Economics and Econometrics,Z,25,
0109,10007850,SWES,The University of Bath,19,Business and Management Studies,Z,86,
0109,10007850,SWES,The University of Bath,22,Social Work and Social Policy,Z,47,
0109,10007850,SWES,The University of Bath,25,Education,Z,18,
0109,10007850,SWES,The University of Bath,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,25,
0109,10007850,SWES,The University of Bath,27,Area Studies,Z,36,
0026,10007152,EAST,University of Bedfordshire,02,"Public Health, Health Services and Primary Care",Z,64,
0026,10007152,EAST,University of Bedfordshire,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,40,
0026,10007152,EAST,University of Bedfordshire,04,"Psychology, Psychiatry and Neuroscience",Z,30,
0026,10007152,EAST,University of Bedfordshire,05,Biological Sciences,Z,6,
0026,10007152,EAST,University of Bedfordshire,07,Earth Systems and Environmental Sciences,Z,5,
0026,10007152,EAST,University of Bedfordshire,11,Computer Science and Informatics,Z,61,
0026,10007152,EAST,University of Bedfordshire,16,"Architecture, Built Environment and Planning",Z,1,
0026,10007152,EAST,University of Bedfordshire,18,Economics and Econometrics,Z,3,
0026,10007152,EAST,University of Bedfordshire,19,Business and Management Studies,Z,76,
0026,10007152,EAST,University of Bedfordshire,20,Law,Z,12,
0026,10007152,EAST,University of Bedfordshire,22,Social Work and Social Policy,Z,40,
0026,10007152,EAST,University of Bedfordshire,23,Sociology,Z,29,
0026,10007152,EAST,University of Bedfordshire,25,Education,Z,56,
0026,10007152,EAST,University of Bedfordshire,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,57,
0026,10007152,EAST,University of Bedfordshire,28,Modern Languages and Linguistics,Z,8,
0026,10007152,EAST,University of Bedfordshire,29,English Language and Literature,Z,11,
0026,10007152,EAST,University of Bedfordshire,34,"Art and Design: History, Practice and Theory",Z,18,
0026,10007152,EAST,University of Bedfordshire,35,"Music, Drama, Dance and Performing Arts",Z,17,
0026,10007152,EAST,University of Bedfordshire,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,34,
0127,10007760,LOND,Birkbeck College,04,"Psychology, Psychiatry and Neuroscience",Z,33,
0127,10007760,LOND,Birkbeck College,05,Biological Sciences,Z,30,
0127,10007760,LOND,Birkbeck College,07,Earth Systems and Environmental Sciences,Z,11,
0127,10007760,LOND,Birkbeck College,11,Computer Science and Informatics,Z,24,
0127,10007760,LOND,Birkbeck College,17,"Geography, Environmental Studies and Archaeology",Z,7,
0127,10007760,LOND,Birkbeck College,18,Economics and Econometrics,Z,32,
0127,10007760,LOND,Birkbeck College,19,Business and Management Studies,Z,43,
0127,10007760,LOND,Birkbeck College,20,Law,Z,29,
0127,10007760,LOND,Birkbeck College,21,Politics and International Studies,Z,18,
0127,10007760,LOND,Birkbeck College,23,Sociology,Z,29,
0127,10007760,LOND,Birkbeck College,25,Education,Z,3,
0127,10007760,LOND,Birkbeck College,28,Modern Languages and Linguistics,Z,29,
0127,10007760,LOND,Birkbeck College,29,English Language and Literature,Z,37,
0127,10007760,LOND,Birkbeck College,30,History,Z,38,
0127,10007760,LOND,Birkbeck College,32,Philosophy,Z,15,
0127,10007760,LOND,Birkbeck College,34,"Art and Design: History, Practice and Theory",Z,25,
0127,10007760,LOND,Birkbeck College,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,1,
0052,10007140,WMID,Birmingham City University,02,"Public Health, Health Services and Primary Care",Z,10,
0052,10007140,WMID,Birmingham City University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,196,
0052,10007140,WMID,Birmingham City University,04,"Psychology, Psychiatry and Neuroscience",Z,16,
0052,10007140,WMID,Birmingham City University,11,Computer Science and Informatics,Z,25,
0052,10007140,WMID,Birmingham City University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,25,
0052,10007140,WMID,Birmingham City University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,26,
0052,10007140,WMID,Birmingham City University,15,General Engineering,Z,36,
0052,10007140,WMID,Birmingham City University,16,"Architecture, Built Environment and Planning",Z,42,
0052,10007140,WMID,Birmingham City University,19,Business and Management Studies,Z,88,
0052,10007140,WMID,Birmingham City University,20,Law,Z,26,
0052,10007140,WMID,Birmingham City University,22,Social Work and Social Policy,Z,19,
0052,10007140,WMID,Birmingham City University,23,Sociology,Z,14,
0052,10007140,WMID,Birmingham City University,25,Education,Z,84,
0052,10007140,WMID,Birmingham City University,29,English Language and Literature,Z,17,
0052,10007140,WMID,Birmingham City University,34,"Art and Design: History, Practice and Theory",Z,135,
0052,10007140,WMID,Birmingham City University,35,"Music, Drama, Dance and Performing Arts",Z,54,
0052,10007140,WMID,Birmingham City University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,53,
0110,10006840,WMID,The University of Birmingham,01,Clinical Medicine,Z,233,
0110,10006840,WMID,The University of Birmingham,02,"Public Health, Health Services and Primary Care",Z,58,
0110,10006840,WMID,The University of Birmingham,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,44,
0110,10006840,WMID,The University of Birmingham,04,"Psychology, Psychiatry and Neuroscience",Z,47,
0110,10006840,WMID,The University of Birmingham,05,Biological Sciences,Z,58,
0110,10006840,WMID,The University of Birmingham,07,Earth Systems and Environmental Sciences,Z,29,
0110,10006840,WMID,The University of Birmingham,08,Chemistry,Z,28,
0110,10006840,WMID,The University of Birmingham,09,Physics,Z,50,
0110,10006840,WMID,The University of Birmingham,10,Mathematical Sciences,Z,43,
0110,10006840,WMID,The University of Birmingham,11,Computer Science and Informatics,Z,42,
0110,10006840,WMID,The University of Birmingham,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,21,
0110,10006840,WMID,The University of Birmingham,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,32,
0110,10006840,WMID,The University of Birmingham,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,31,
0110,10006840,WMID,The University of Birmingham,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,29,
0110,10006840,WMID,The University of Birmingham,14,Civil and Construction engineering,Z,22,
0110,10006840,WMID,The University of Birmingham,15,General Engineering,Z,5,
0110,10006840,WMID,The University of Birmingham,17,"Geography, Environmental Studies and Archaeology",Z,27,
0110,10006840,WMID,The University of Birmingham,18,Economics and Econometrics,Z,27,
0110,10006840,WMID,The University of Birmingham,19,Business and Management Studies,Z,67,
0110,10006840,WMID,The University of Birmingham,20,Law,Z,41,
0110,10006840,WMID,The University of Birmingham,21,Politics and International Studies,Z,56,
0110,10006840,WMID,The University of Birmingham,22,Social Work and Social Policy,Z,35,
0110,10006840,WMID,The University of Birmingham,23,Sociology,Z,1,
0110,10006840,WMID,The University of Birmingham,24,Anthropology and Development Studies,Z,1,
0110,10006840,WMID,The University of Birmingham,25,Education,Z,34,
0110,10006840,WMID,The University of Birmingham,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,36,
0110,10006840,WMID,The University of Birmingham,27,Area Studies,Z,9,
0110,10006840,WMID,The University of Birmingham,28,Modern Languages and Linguistics,Z,35,
0110,10006840,WMID,The University of Birmingham,29,English Language and Literature,Z,52,
0110,10006840,WMID,The University of Birmingham,30,History,Z,45,
0110,10006840,WMID,The University of Birmingham,31,Classics,Z,26,
0110,10006840,WMID,The University of Birmingham,32,Philosophy,Z,16,
0110,10006840,WMID,The University of Birmingham,33,Theology and Religious Studies,Z,15,
0110,10006840,WMID,The University of Birmingham,34,"Art and Design: History, Practice and Theory",Z,7,
0110,10006840,WMID,The University of Birmingham,35,"Music, Drama, Dance and Performing Arts",A,11,
0110,10006840,WMID,The University of Birmingham,35,"Music, Drama, Dance and Performing Arts",B,7,
0007,10007811,EMID,Bishop Grosseteste University,25,Education,Z,56,
0007,10007811,EMID,Bishop Grosseteste University,29,English Language and Literature,Z,4,
0007,10007811,EMID,Bishop Grosseteste University,30,History,Z,4,
0007,10007811,EMID,Bishop Grosseteste University,34,"Art and Design: History, Practice and Theory",Z,1,
0049,10006841,NWES,The University of Bolton,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,17,
0049,10006841,NWES,The University of Bolton,04,"Psychology, Psychiatry and Neuroscience",Z,16,
0049,10006841,NWES,The University of Bolton,05,Biological Sciences,Z,6,
0049,10006841,NWES,The University of Bolton,10,Mathematical Sciences,Z,3,
0049,10006841,NWES,The University of Bolton,11,Computer Science and Informatics,Z,7,
0049,10006841,NWES,The University of Bolton,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,10,
0049,10006841,NWES,The University of Bolton,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,5,
0049,10006841,NWES,The University of Bolton,14,Civil and Construction engineering,Z,7,
0049,10006841,NWES,The University of Bolton,15,General Engineering,Z,17,
0049,10006841,NWES,The University of Bolton,16,"Architecture, Built Environment and Planning",Z,11,
0049,10006841,NWES,The University of Bolton,19,Business and Management Studies,Z,30,
0049,10006841,NWES,The University of Bolton,20,Law,Z,7,
0049,10006841,NWES,The University of Bolton,22,Social Work and Social Policy,Z,11,
0049,10006841,NWES,The University of Bolton,25,Education,Z,25,
0049,10006841,NWES,The University of Bolton,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,12,
0049,10006841,NWES,The University of Bolton,29,English Language and Literature,Z,12,
0049,10006841,NWES,The University of Bolton,34,"Art and Design: History, Practice and Theory",Z,17,
0049,10006841,NWES,The University of Bolton,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,30,
0197,10000385,SWES,The Arts University Bournemouth,34,"Art and Design: History, Practice and Theory",Z,96,
0050,10000824,SWES,Bournemouth University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,113,
0050,10000824,SWES,Bournemouth University,04,"Psychology, Psychiatry and Neuroscience",Z,23,
0050,10000824,SWES,Bournemouth University,05,Biological Sciences,Z,1,
0050,10000824,SWES,Bournemouth University,07,Earth Systems and Environmental Sciences,Z,5,
0050,10000824,SWES,Bournemouth University,11,Computer Science and Informatics,Z,18,
0050,10000824,SWES,Bournemouth University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,6,
0050,10000824,SWES,Bournemouth University,15,General Engineering,Z,36,
0050,10000824,SWES,Bournemouth University,17,"Geography, Environmental Studies and Archaeology",Z,38,
0050,10000824,SWES,Bournemouth University,18,Economics and Econometrics,Z,5,
0050,10000824,SWES,Bournemouth University,19,Business and Management Studies,Z,68,
0050,10000824,SWES,Bournemouth University,20,Law,Z,15,
0050,10000824,SWES,Bournemouth University,22,Social Work and Social Policy,Z,18,
0050,10000824,SWES,Bournemouth University,25,Education,Z,12,
0050,10000824,SWES,Bournemouth University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,74,
0050,10000824,SWES,Bournemouth University,29,English Language and Literature,Z,1,
0050,10000824,SWES,Bournemouth University,34,"Art and Design: History, Practice and Theory",Z,42,
0050,10000824,SWES,Bournemouth University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,81,
0111,10007785,YORH,The University of Bradford,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,235,
0111,10007785,YORH,The University of Bradford,11,Computer Science and Informatics,Z,28,
0111,10007785,YORH,The University of Bradford,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,59,
0111,10007785,YORH,The University of Bradford,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,19,
0111,10007785,YORH,The University of Bradford,14,Civil and Construction engineering,Z,12,
0111,10007785,YORH,The University of Bradford,17,"Geography, Environmental Studies and Archaeology",Z,25,
0111,10007785,YORH,The University of Bradford,18,Economics and Econometrics,Z,7,
0111,10007785,YORH,The University of Bradford,19,Business and Management Studies,Z,58,
0111,10007785,YORH,The University of Bradford,20,Law,Z,10,
0111,10007785,YORH,The University of Bradford,21,Politics and International Studies,Z,38,
0111,10007785,YORH,The University of Bradford,22,Social Work and Social Policy,Z,37,
0111,10007785,YORH,The University of Bradford,25,Education,Z,9,
0111,10007785,YORH,The University of Bradford,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,10,
0051,10000886,SEAS,The University of Brighton,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,247,
0051,10000886,SEAS,The University of Brighton,04,"Psychology, Psychiatry and Neuroscience",Z,7,
0051,10000886,SEAS,The University of Brighton,05,Biological Sciences,Z,9,
0051,10000886,SEAS,The University of Brighton,07,Earth Systems and Environmental Sciences,Z,62,
0051,10000886,SEAS,The University of Brighton,11,Computer Science and Informatics,Z,47,
0051,10000886,SEAS,The University of Brighton,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,31,
0051,10000886,SEAS,The University of Brighton,19,Business and Management Studies,Z,98,
0051,10000886,SEAS,The University of Brighton,22,Social Work and Social Policy,Z,64,
0051,10000886,SEAS,The University of Brighton,23,Sociology,Z,1,
0051,10000886,SEAS,The University of Brighton,25,Education,Z,95,
0051,10000886,SEAS,The University of Brighton,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,81,
0051,10000886,SEAS,The University of Brighton,29,English Language and Literature,Z,1,
0051,10000886,SEAS,The University of Brighton,34,"Art and Design: History, Practice and Theory",Z,213,
0051,10000886,SEAS,The University of Brighton,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,37,
0112,10007786,SWES,The University of Bristol,01,Clinical Medicine,Z,99,
0112,10007786,SWES,The University of Bristol,02,"Public Health, Health Services and Primary Care",Z,81,
0112,10007786,SWES,The University of Bristol,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,19,
0112,10007786,SWES,The University of Bristol,04,"Psychology, Psychiatry and Neuroscience",Z,79,
0112,10007786,SWES,The University of Bristol,05,Biological Sciences,Z,69,
0112,10007786,SWES,The University of Bristol,06,"Agriculture, Veterinary and Food Science",Z,54,
0112,10007786,SWES,The University of Bristol,07,Earth Systems and Environmental Sciences,Z,45,
0112,10007786,SWES,The University of Bristol,08,Chemistry,Z,60,
0112,10007786,SWES,The University of Bristol,09,Physics,Z,44,
0112,10007786,SWES,The University of Bristol,10,Mathematical Sciences,Z,84,
0112,10007786,SWES,The University of Bristol,11,Computer Science and Informatics,Z,42,
0112,10007786,SWES,The University of Bristol,15,General Engineering,Z,133,
0112,10007786,SWES,The University of Bristol,17,"Geography, Environmental Studies and Archaeology",A,47,
0112,10007786,SWES,The University of Bristol,17,"Geography, Environmental Studies and Archaeology",B,10,
0112,10007786,SWES,The University of Bristol,18,Economics and Econometrics,Z,25,
0112,10007786,SWES,The University of Bristol,19,Business and Management Studies,Z,36,
0112,10007786,SWES,The University of Bristol,20,Law,Z,43,
0112,10007786,SWES,The University of Bristol,21,Politics and International Studies,Z,26,
0112,10007786,SWES,The University of Bristol,22,Social Work and Social Policy,Z,39,
0112,10007786,SWES,The University of Bristol,23,Sociology,Z,17,
0112,10007786,SWES,The University of Bristol,25,Education,Z,40,
0112,10007786,SWES,The University of Bristol,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,7,
0112,10007786,SWES,The University of Bristol,28,Modern Languages and Linguistics,Z,36,
0112,10007786,SWES,The University of Bristol,29,English Language and Literature,Z,21,
0112,10007786,SWES,The University of Bristol,30,History,Z,19,
0112,10007786,SWES,The University of Bristol,31,Classics,Z,16,
0112,10007786,SWES,The University of Bristol,32,Philosophy,Z,17,
0112,10007786,SWES,The University of Bristol,33,Theology and Religious Studies,Z,8,
0112,10007786,SWES,The University of Bristol,34,"Art and Design: History, Practice and Theory",Z,8,
0112,10007786,SWES,The University of Bristol,35,"Music, Drama, Dance and Performing Arts",A,13,
0112,10007786,SWES,The University of Bristol,35,"Music, Drama, Dance and Performing Arts",B,9,
0113,10000961,LOND,Brunel University London,02,"Public Health, Health Services and Primary Care",Z,13,
0113,10000961,LOND,Brunel University London,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,75,
0113,10000961,LOND,Brunel University London,04,"Psychology, Psychiatry and Neuroscience",Z,28,
0113,10000961,LOND,Brunel University London,07,Earth Systems and Environmental Sciences,Z,21,
0113,10000961,LOND,Brunel University London,10,Mathematical Sciences,Z,27,
0113,10000961,LOND,Brunel University London,11,Computer Science and Informatics,Z,40,
0113,10000961,LOND,Brunel University London,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,72,
0113,10000961,LOND,Brunel University London,15,General Engineering,Z,73,
0113,10000961,LOND,Brunel University London,18,Economics and Econometrics,Z,29,
0113,10000961,LOND,Brunel University London,19,Business and Management Studies,Z,68,
0113,10000961,LOND,Brunel University London,20,Law,Z,32,
0113,10000961,LOND,Brunel University London,21,Politics and International Studies,Z,25,
0113,10000961,LOND,Brunel University London,22,Social Work and Social Policy,Z,22,
0113,10000961,LOND,Brunel University London,23,Sociology,Z,12,
0113,10000961,LOND,Brunel University London,24,Anthropology and Development Studies,Z,9,
0113,10000961,LOND,Brunel University London,25,Education,Z,20,
0113,10000961,LOND,Brunel University London,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,33,
0113,10000961,LOND,Brunel University London,29,English Language and Literature,Z,24,
0113,10000961,LOND,Brunel University London,34,"Art and Design: History, Practice and Theory",Z,16,
0113,10000961,LOND,Brunel University London,35,"Music, Drama, Dance and Performing Arts",Z,21,
0113,10000961,LOND,Brunel University London,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,19,
0113,10000961,LOND,Brunel University London,N/A,UoA not recorded,Not recorded,1,
0009,10000975,SEAS,Buckinghamshire New University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,75,
0009,10000975,SEAS,Buckinghamshire New University,04,"Psychology, Psychiatry and Neuroscience",Z,10,
0009,10000975,SEAS,Buckinghamshire New University,11,Computer Science and Informatics,Z,9,
0009,10000975,SEAS,Buckinghamshire New University,19,Business and Management Studies,Z,25,
0009,10000975,SEAS,Buckinghamshire New University,20,Law,Z,6,
0009,10000975,SEAS,Buckinghamshire New University,22,Social Work and Social Policy,Z,25,
0009,10000975,SEAS,Buckinghamshire New University,25,Education,Z,15,
0009,10000975,SEAS,Buckinghamshire New University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,25,
0009,10000975,SEAS,Buckinghamshire New University,34,"Art and Design: History, Practice and Theory",Z,44,
0009,10000975,SEAS,Buckinghamshire New University,35,"Music, Drama, Dance and Performing Arts",Z,21,
0009,10000975,SEAS,Buckinghamshire New University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,18,
0114,10007788,EAST,The University of Cambridge,01,Clinical Medicine,Z,250,
0114,10007788,EAST,The University of Cambridge,02,"Public Health, Health Services and Primary Care",Z,72,
0114,10007788,EAST,The University of Cambridge,04,"Psychology, Psychiatry and Neuroscience",Z,92,
0114,10007788,EAST,The University of Cambridge,05,Biological Sciences,Z,230,
0114,10007788,EAST,The University of Cambridge,06,"Agriculture, Veterinary and Food Science",Z,49,
0114,10007788,EAST,The University of Cambridge,07,Earth Systems and Environmental Sciences,Z,34,
0114,10007788,EAST,The University of Cambridge,08,Chemistry,Z,58,
0114,10007788,EAST,The University of Cambridge,09,Physics,Z,140,
0114,10007788,EAST,The University of Cambridge,10,Mathematical Sciences,Z,134,
0114,10007788,EAST,The University of Cambridge,11,Computer Science and Informatics,Z,59,
0114,10007788,EAST,The University of Cambridge,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,31,
0114,10007788,EAST,The University of Cambridge,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,32,
0114,10007788,EAST,The University of Cambridge,15,General Engineering,Z,175,
0114,10007788,EAST,The University of Cambridge,16,"Architecture, Built Environment and Planning",Z,50,
0114,10007788,EAST,The University of Cambridge,17,"Geography, Environmental Studies and Archaeology",A,44,
0114,10007788,EAST,The University of Cambridge,17,"Geography, Environmental Studies and Archaeology",B,42,
0114,10007788,EAST,The University of Cambridge,18,Economics and Econometrics,Z,38,
0114,10007788,EAST,The University of Cambridge,19,Business and Management Studies,Z,52,
0114,10007788,EAST,The University of Cambridge,20,Law,Z,75,
0114,10007788,EAST,The University of Cambridge,21,Politics and International Studies,Z,35,
0114,10007788,EAST,The University of Cambridge,23,Sociology,Z,17,
0114,10007788,EAST,The University of Cambridge,24,Anthropology and Development Studies,Z,40,
0114,10007788,EAST,The University of Cambridge,25,Education,Z,58,
0114,10007788,EAST,The University of Cambridge,27,Area Studies,Z,30,
0114,10007788,EAST,The University of Cambridge,28,Modern Languages and Linguistics,Z,91,
0114,10007788,EAST,The University of Cambridge,29,English Language and Literature,Z,50,
0114,10007788,EAST,The University of Cambridge,30,History,Z,87,
0114,10007788,EAST,The University of Cambridge,31,Classics,Z,33,
0114,10007788,EAST,The University of Cambridge,32,Philosophy,A,17,
0114,10007788,EAST,The University of Cambridge,32,Philosophy,B,34,
0114,10007788,EAST,The University of Cambridge,33,Theology and Religious Studies,Z,27,
0114,10007788,EAST,The University of Cambridge,34,"Art and Design: History, Practice and Theory",Z,1,
0114,10007788,EAST,The University of Cambridge,35,"Music, Drama, Dance and Performing Arts",Z,19,
0188,10003324,LOND,The Institute of Cancer Research,01,Clinical Medicine,Z,74,
0188,10003324,LOND,The Institute of Cancer Research,05,Biological Sciences,Z,34,
0012,10001143,SEAS,Canterbury Christ Church University,02,"Public Health, Health Services and Primary Care",Z,18,
0012,10001143,SEAS,Canterbury Christ Church University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,134,
0012,10001143,SEAS,Canterbury Christ Church University,04,"Psychology, Psychiatry and Neuroscience",Z,15,
0012,10001143,SEAS,Canterbury Christ Church University,05,Biological Sciences,Z,1,
0012,10001143,SEAS,Canterbury Christ Church University,06,"Agriculture, Veterinary and Food Science",Z,13,
0012,10001143,SEAS,Canterbury Christ Church University,09,Physics,Z,1,
0012,10001143,SEAS,Canterbury Christ Church University,11,Computer Science and Informatics,Z,9,
0012,10001143,SEAS,Canterbury Christ Church University,17,"Geography, Environmental Studies and Archaeology",Z,6,
0012,10001143,SEAS,Canterbury Christ Church University,19,Business and Management Studies,Z,43,
0012,10001143,SEAS,Canterbury Christ Church University,20,Law,Z,24,
0012,10001143,SEAS,Canterbury Christ Church University,21,Politics and International Studies,Z,21,
0012,10001143,SEAS,Canterbury Christ Church University,22,Social Work and Social Policy,Z,1,
0012,10001143,SEAS,Canterbury Christ Church University,23,Sociology,Z,4,
0012,10001143,SEAS,Canterbury Christ Church University,25,Education,Z,168,
0012,10001143,SEAS,Canterbury Christ Church University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,26,
